<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
META.US,60,20220830,190000,157.32,158.4201,156.67,157.0049,1399857,0
META.US,60,20220830,200000,157,157.26,155.91,156.545,1473352,0
META.US,60,20220830,210000,156.53,156.98,156.31,156.68,1082949,0
META.US,60,20220830,220000,156.66,157.7335,156.52,157.18,2408585,0
META.US,60,20220831,160000,167.07,167.3,163.81,165.295,5828449,0
META.US,60,20220831,170000,165.3,167.84,164.96,165.4,7163655,0
META.US,60,20220831,180000,165.38,165.4337,163.17,164.36,4485493,0
META.US,60,20220831,190000,164.35,164.62,163.34,163.7099,2033308,0
META.US,60,20220831,200000,163.68,163.98,162.14,162.8,1959803,0
META.US,60,20220831,210000,162.8,163.58,162.43,163.1319,1758549,0
META.US,60,20220831,220000,163.14,164.59,162.86,162.93,6371839,0
META.US,60,20220901,160000,163.58,167.3599,162.85,165.1,4723057,0
META.US,60,20220901,170000,164.95,165.3763,162.4232,162.4501,4464539,0
META.US,60,20220901,180000,162.45,163.44,161.1846,161.565,2897465,0
META.US,60,20220901,190000,161.55,162.68,160.345,160.6602,2235248,0
META.US,60,20220901,200000,160.67,162.27,160.56,161.7584,1948777,0
META.US,60,20220901,210000,161.77,164.015,161.5468,163.65,2272241,0
META.US,60,20220901,220000,163.66,165.73,163.3478,165.36,4609334,0
META.US,60,20220902,160000,167.45,167.93,163.52,163.82,2804128,0
META.US,60,20220902,170000,163.82,166.903,163.33,165.99,2489197,0
META.US,60,20220902,180000,166.01,166.47,164.18,164.71,1821812,0
META.US,60,20220902,190000,164.71,164.96,161.55,162.2594,1694582,0
META.US,60,20220902,200000,162.24,162.24,159.8403,159.96,1823420,0
META.US,60,20220902,210000,159.98,160.7785,159.94,160,1513072,0
META.US,60,20220902,220000,160,160.96,159.23,160.32,4583128,0
META.US,60,20220906,160000,160.1,161.69,159.32,159.845,2238110,0
META.US,60,20220906,170000,159.77,160.37,157.71,160.02,2798124,0
META.US,60,20220906,180000,160.04,160.18,158.86,159.937,1371571,0
META.US,60,20220906,190000,159.9599,160.62,158.64,159.055,1637414,0
META.US,60,20220906,200000,159.03,159.15,157.69,158.18,1231140,0
META.US,60,20220906,210000,158.175,159,158.11,158.6,1256447,0
META.US,60,20220906,220000,158.61,159.39,158,158.55,2395722,0
META.US,60,20220907,160000,157.76,159.7897,157.73,158.2,1584916,0
META.US,60,20220907,170000,158.22,158.44,156.81,157.76,2176303,0
META.US,60,20220907,180000,157.77,159.17,157.55,158.845,1558344,0
META.US,60,20220907,190000,158.87,159.1,157.9531,158.82,1042814,0
META.US,60,20220907,200000,158.8329,159.55,158.6876,159.33,951279,0
META.US,60,20220907,210000,159.34,160.84,159.21,160.29,1657495,0
META.US,60,20220907,220000,160.3,160.955,160.1,160.39,3315454,0
META.US,60,20220908,160000,158.71,161.44,157.74,161.18,2292210,0
META.US,60,20220908,170000,161.15,161.8,159.66,161.59,3065675,0
META.US,60,20220908,180000,161.59,162.04,160.16,160.41,3050994,0
META.US,60,20220908,190000,160.36,160.79,158.22,160.33,2602841,0
META.US,60,20220908,200000,160.34,161.66,159.7,161.1384,1540342,0
META.US,60,20220908,210000,161.15,161.84,160.85,161.08,1325583,0
META.US,60,20220908,220000,161.09,162.23,160.71,162.06,2827872,0
META.US,60,20220909,160000,163.248,166.75,163.02,166.26,2698484,0
META.US,60,20220909,170000,166.26,167.9099,165.7501,167.7304,2862854,0
META.US,60,20220909,180000,167.74,168.55,167.61,168.16,2276593,0
META.US,60,20220909,190000,168.16,168.86,167.79,168.845,1576211,0
META.US,60,20220909,200000,168.87,169.09,168.5406,168.81,1173538,0
META.US,60,20220909,210000,168.81,169.09,167.78,168.34,1759688,0
META.US,60,20220909,220000,168.33,169.54,168.28,169.17,4705054,0
META.US,60,20220912,160000,167.39,171.39,167.28,171.09,3250544,0
META.US,60,20220912,170000,171.11,171.24,168.03,168.09,3158028,0
META.US,60,20220912,180000,168.11,169.06,167.32,167.93,2914442,0
META.US,60,20220912,190000,167.96,168.85,167.45,168.73,1664845,0
META.US,60,20220912,200000,168.71,169.25,168.22,168.59,1295299,0
META.US,60,20220912,210000,168.57,168.74,167.88,168.28,1210248,0
META.US,60,20220912,220000,168.29,168.99,168.1112,168.96,3588891,0
META.US,60,20220913,160000,161.39,161.63,158.14,158.21,5176211,0
META.US,60,20220913,170000,158.17,158.3895,155.5301,156.08,6754517,0
META.US,60,20220913,180000,156.02,156.47,155.51,155.99,3856999,0
META.US,60,20220913,190000,155.91,156.77,155.76,156.21,2628651,0
META.US,60,20220913,200000,156.17,156.94,156.02,156.28,2043375,0
META.US,60,20220913,210000,156.29,156.435,154.7,154.955,3394911,0
META.US,60,20220913,220000,154.9263,155.19,152.67,153.13,9644795,0
META.US,60,20220914,160000,153.33,153.54,150.64,151.88,4768582,0
META.US,60,20220914,170000,151.915,152.069,149.05,150.38,7452588,0
META.US,60,20220914,180000,150.38,151.43,149.45,151.09,4126755,0
META.US,60,20220914,190000,151.13,151.78,150.4001,151.32,3323099,0
META.US,60,20220914,200000,151.3272,151.8327,149.9693,150.2062,3302836,0
META.US,60,20220914,210000,150.21,150.63,149.78,149.9709,2892659,0
META.US,60,20220914,220000,149.97,151.77,149.47,151.47,6736129,0
META.US,60,20220915,160000,149.8,154.1984,149.6,153.5744,4303413,0
META.US,60,20220915,170000,153.6,154.11,149.725,149.8,5600355,0
META.US,60,20220915,180000,149.81,150.87,149.28,149.8,3914894,0
META.US,60,20220915,190000,149.78,150.59,149.46,150.56,2319581,0
META.US,60,20220915,200000,150.58,152.005,150.5601,150.85,2506394,0
META.US,60,20220915,210000,150.86,150.87,149.66,150,2339209,0
META.US,60,20220915,220000,149.99,150.11,148.7,149.55,5297029,0
META.US,60,20220916,160000,148.05,148.58,145.88,146.13,5635443,0
META.US,60,20220916,170000,146.14,147.7,146,146.11,3755078,0
META.US,60,20220916,180000,146.13,146.6,145.3,146.32,2721752,0
META.US,60,20220916,190000,146.37,146.4,145.11,146.21,2184233,0
META.US,60,20220916,200000,146.2,146.2459,144.46,144.53,3823676,0
META.US,60,20220916,210000,144.54,145.98,144.2935,145.82,3108048,0
META.US,60,20220916,220000,145.8,146.7,145.24,146.29,8672442,0
META.US,60,20220919,160000,145.235,147.8,145.1,147.1165,2696354,0
META.US,60,20220919,170000,147.13,147.67,146.0177,147.02,2457811,0
META.US,60,20220919,180000,147.12,147.3799,145.65,145.83,1958342,0
META.US,60,20220919,190000,145.8499,146.64,145.43,146.5,1952360,0
META.US,60,20220919,200000,146.48,146.6199,145.9,146.4079,1330693,0
META.US,60,20220919,210000,146.4,147.35,146.26,147.28,1914499,0
META.US,60,20220919,220000,147.29,148.58,147.29,148.02,4211997,0
META.US,60,20220920,160000,145.775,147.84,145.69,146.63,2512292,0
META.US,60,20220920,170000,146.6,148.34,146.46,147.61,3209048,0
META.US,60,20220920,180000,147.59,148.6595,147.12,148.57,2378723,0
META.US,60,20220920,190000,148.59,148.84,147.02,147.43,1969083,0
META.US,60,20220920,200000,147.42,147.6,145.22,145.375,2136489,0
META.US,60,20220920,210000,145.36,146.43,145.305,146.21,1777375,0
META.US,60,20220920,220000,146.22,146.79,145.86,146.09,3359354,0
META.US,60,20220921,160000,146.39,146.68,144.4201,144.5106,2796256,0
META.US,60,20220921,170000,144.52,145.15,143.9,144.35,3166418,0
META.US,60,20220921,180000,144.35,145.01,144.03,144.755,1798806,0
META.US,60,20220921,190000,144.7512,147.38,144.55,146.14,4494647,0
META.US,60,20220921,200000,146.14,146.8004,145.6577,146.725,3107304,0
META.US,60,20220921,210000,146.77,149.6,142.8,147.55,7428380,0
META.US,60,20220921,220000,147.63,147.97,142,142.12,6971394,0
META.US,60,20220922,160000,141.55,143.08,141.25,141.825,3789641,0
META.US,60,20220922,170000,141.84,142.86,141.05,141.8899,3817145,0
META.US,60,20220922,180000,141.85,142.88,140.87,142.52,3242964,0
META.US,60,20220922,190000,142.52,144.11,141.83,143.79,3260817,0
META.US,60,20220922,200000,143.8,144.56,142.64,144.18,2899447,0
META.US,60,20220922,210000,144.19,144.3017,142.5943,143.5101,2463055,0
META.US,60,20220922,220000,143.51,144.58,142.69,142.82,4755601,0
META.US,60,20220923,160000,141.42,142.62,139.6,139.6966,2934673,0
META.US,60,20220923,170000,139.671,141,139.23,140.28,4088453,0
META.US,60,20220923,180000,140.29,141.75,139.94,140.44,2598876,0
META.US,60,20220923,190000,140.42,140.58,139.275,140.48,2420264,0
META.US,60,20220923,200000,140.49,140.68,139.56,140.03,1907336,0
META.US,60,20220923,210000,140.02,140.66,138.89,139,2732228,0
META.US,60,20220923,220000,138.99,140.7,138.99,140.41,5803483,0
META.US,60,20220926,160000,140.12,142.24,139.94,141.57,2560459,0
META.US,60,20220926,170000,141.585,142.13,139.63,140.12,2806826,0
META.US,60,20220926,180000,140.16,140.39,137.94,138.53,2811491,0
META.US,60,20220926,190000,138.55,138.56,136.79,137.77,2372182,0
META.US,60,20220926,200000,137.7731,137.94,136.75,137.375,2163320,0
META.US,60,20220926,210000,137.35,138.57,137.2514,138.1813,1877171,0
META.US,60,20220926,220000,138.1906,138.62,136.19,136.37,7659708,0
META.US,60,20220927,160000,137.92,139.42,137.07,137.64,3046665,0
META.US,60,20220927,170000,137.7,138.75,136.72,138.42,3266739,0
META.US,60,20220927,180000,138.411,138.64,136.04,136.105,2439577,0
META.US,60,20220927,190000,136.1,136.26,134.85,135.26,2681974,0
META.US,60,20220927,200000,135.25,135.27,134.1201,134.7,2363191,0
META.US,60,20220927,210000,134.72,135.47,134.28,135.22,2182248,0
META.US,60,20220927,220000,135.2,135.33,134.17,134.4,6518424,0
META.US,60,20220928,160000,134.62,136.95,134.27,136.33,3407281,0
META.US,60,20220928,170000,136.305,138.5,135.79,138.4427,4207346,0
META.US,60,20220928,180000,138.45,139.8989,138.39,139.61,3688754,0
META.US,60,20220928,190000,139.61,140.58,139.37,139.63,2608328,0
META.US,60,20220928,200000,139.65,140.87,139.47,140.72,2488268,0
META.US,60,20220928,210000,140.73,141.31,140.64,141.03,2292452,0
META.US,60,20220928,220000,141.03,142.03,140.92,141.61,6210562,0
META.US,60,20220929,160000,139.36,139.84,137.28,137.73,2950929,0
META.US,60,20220929,170000,137.79,138.08,135.33,137.27,5500927,0
META.US,60,20220929,180000,137.27,138.4925,137.15,138.17,4442848,0
META.US,60,20220929,190000,138.18,138.275,136.67,137.225,3782119,0
META.US,60,20220929,200000,137.2291,137.64,136.26,136.297,2524128,0
META.US,60,20220929,210000,136.26,136.85,135.2,135.655,4619799,0
META.US,60,20220929,220000,135.65,136.79,135.59,136.41,6621945,0
META.US,60,20220930,160000,136.05,138.67,136.04,137.505,3010322,0
META.US,60,20220930,170000,137.515,140.17,137.01,140.1633,4340203,0
META.US,60,20220930,180000,140.19,140.99,139.1,139.22,3152926,0
META.US,60,20220930,190000,139.24,139.3925,138.481,138.5334,2401550,0
META.US,60,20220930,200000,138.52,138.62,137.2,137.2427,2247788,0
META.US,60,20220930,210000,137.22,137.84,136.58,136.72,2983757,0
META.US,60,20220930,220000,136.71,137.35,135.5,135.68,7190383,0
META.US,60,20221003,160000,137.14,138.54,136.36,137.17,2992265,0
META.US,60,20221003,170000,137.21,139.17,137.21,137.5515,3661643,0
META.US,60,20221003,180000,137.55,137.82,136.1,136.479,2933369,0
META.US,60,20221003,190000,136.46,137.38,136.392,137.1,2025507,0
META.US,60,20221003,200000,137.09,138.53,136.895,138.06,2041226,0
META.US,60,20221003,210000,138.08,139.42,138.02,139.22,2009404,0
META.US,60,20221003,220000,139.2,139.62,138.3575,138.61,5272630,0
META.US,60,20221004,160000,140.49,142.1333,139.84,140.57,3678362,0
META.US,60,20221004,170000,140.57,142.3901,139.34,141.9112,6237661,0
META.US,60,20221004,180000,141.91,141.97,140.31,140.8601,2818612,0
META.US,60,20221004,190000,140.87,141.79,140.67,140.905,2060050,0
META.US,60,20221004,200000,140.885,140.91,139.41,140.57,2195732,0
META.US,60,20221004,210000,140.59,140.89,140.25,140.555,1801832,0
META.US,60,20221004,220000,140.58,140.74,139.51,140.28,5764265,0
META.US,60,20221005,160000,138.24,138.82,136.3449,136.99,2823319,0
META.US,60,20221005,170000,137,137.08,134.78,135.03,3917129,0
META.US,60,20221005,180000,135.03,135.88,134.807,135.68,2114753,0
META.US,60,20221005,190000,135.7,137.18,135.23,136.69,2512734,0
META.US,60,20221005,200000,136.69,138.295,136.6,137.88,2548024,0
META.US,60,20221005,210000,137.89,139.13,137.67,139.1299,2308925,0
META.US,60,20221005,220000,139.13,140.21,138.55,138.98,5220684,0
META.US,60,20221006,160000,137.715,139.49,137.32,137.9725,3190732,0
META.US,60,20221006,170000,137.96,139.68,136.6,139.65,3748839,0
META.US,60,20221006,180000,139.6437,141.44,139.1101,139.795,5091935,0
META.US,60,20221006,190000,139.75,140.18,139,139.8301,2849491,0
META.US,60,20221006,200000,139.85,141.45,139.475,141.2417,2590736,0
META.US,60,20221006,210000,141.25,141.2678,139.37,139.6868,2375480,0
META.US,60,20221006,220000,139.66,139.85,138.8,139.07,4988190,0
META.US,60,20221007,160000,136.76,138.29,135.08,135.22,2931130,0
META.US,60,20221007,170000,135.24,136.38,134.8301,135.945,3589515,0
META.US,60,20221007,180000,135.94,136.15,134.41,134.92,2655807,0
META.US,60,20221007,190000,134.955,135.27,134.03,134.6793,2491826,0
META.US,60,20221007,200000,134.6629,134.6629,132.55,132.6706,3713276,0
META.US,60,20221007,210000,132.66,133.46,132.44,133.13,3037560,0
META.US,60,20221007,220000,133.12,133.66,132.56,133.45,6445886,0
META.US,60,20221010,160000,133.55,136.11,132.8005,134.33,3065978,0
META.US,60,20221010,170000,134.34,135.2307,133.5406,133.71,3210244,0
META.US,60,20221010,180000,133.7,134.55,133.23,133.76,2180070,0
META.US,60,20221010,190000,133.78,133.8,132.01,132.02,2159989,0
META.US,60,20221010,200000,132.0301,134.58,131.87,134.2108,2073594,0
META.US,60,20221010,210000,134.2026,134.638,133.63,133.97,1429915,0
META.US,60,20221010,220000,133.98,134.5,133.54,133.79,3738508,0
META.US,60,20221011,160000,131.62,132.66,127.38,127.54,4650018,0
META.US,60,20221011,170000,127.535,129.39,126.99,128.79,5449068,0
META.US,60,20221011,180000,128.8,130.97,128.74,130.56,3625754,0
META.US,60,20221011,190000,130.56,131.4501,129.5,130.7555,3090800,0
META.US,60,20221011,200000,130.76,131.09,129.97,130.36,2494155,0
META.US,60,20221011,210000,130.36,130.65,128.0601,128.17,2787344,0
META.US,60,20221011,220000,128.16,128.77,127.5,128.54,5939649,0
META.US,60,20221012,160000,128.32,129.67,127.28,128.01,3152900,0
META.US,60,20221012,170000,128.08,128.5299,126.81,127.12,4046084,0
META.US,60,20221012,180000,127.15,128.93,127.04,128.06,4255870,0
META.US,60,20221012,190000,128.06,128.2317,126.76,127.39,2777739,0
META.US,60,20221012,200000,127.4,127.6,126.41,126.5255,2002340,0
META.US,60,20221012,210000,126.56,128.01,126.25,127.565,4880531,0
META.US,60,20221012,220000,127.57,128.17,126.96,127.5,5856201,0
META.US,60,20221013,160000,123.53,125.4385,122.5301,124.58,3795507,0
META.US,60,20221013,170000,124.57,125.74,124.23,124.805,3931661,0
META.US,60,20221013,180000,124.802,130.69,124.45,129.42,5159921,0
META.US,60,20221013,190000,129.415,129.85,128.16,129.34,2471510,0
META.US,60,20221013,200000,129.35,130.99,129.35,130.2876,2584622,0
META.US,60,20221013,210000,130.28,130.53,129.38,130.39,1656122,0
META.US,60,20221013,220000,130.3808,131.14,129.93,130.29,5354500,0
META.US,60,20221014,160000,131,131.79,129.05,129.795,1875057,0
META.US,60,20221014,170000,129.78,129.78,127.16,128.48,2750510,0
META.US,60,20221014,180000,128.475,129.3154,127.25,127.59,2230144,0
META.US,60,20221014,190000,127.56,128.37,127.3001,128.01,2066977,0
META.US,60,20221014,200000,128.03,128.66,127.82,128.6,1872558,0
META.US,60,20221014,210000,128.61,128.61,127.3,127.73,1617624,0
META.US,60,20221014,220000,127.725,128.01,126.52,126.76,5303310,0
META.US,60,20221017,160000,130.3,132.39,130.18,131.365,3435066,0
META.US,60,20221017,170000,131.35,132.29,130.82,130.93,2924942,0
META.US,60,20221017,180000,130.91,133.8,130.87,133.69,2957811,0
META.US,60,20221017,190000,133.695,134.07,133.3,133.89,2064263,0
META.US,60,20221017,200000,133.8855,134.6299,133.65,134.6,1797452,0
META.US,60,20221017,210000,134.59,134.79,133.96,134.145,1879518,0
META.US,60,20221017,220000,134.13,134.49,133.55,134.04,7074357,0
META.US,60,20221018,160000,137.085,137.8399,134.5799,135.17,3239363,0
META.US,60,20221018,170000,135.14,135.96,133.48,133.58,3242315,0
META.US,60,20221018,180000,133.565,133.9853,131.4,132.61,3194654,0
META.US,60,20221018,190000,132.6,133.94,132.275,133.06,2140035,0
META.US,60,20221018,200000,133.09,134.1,132.47,133.8,2072993,0
META.US,60,20221018,210000,133.7811,133.88,132.1305,132.9204,1992949,0
META.US,60,20221018,220000,132.91,133.24,132.35,132.8,3635987,0
META.US,60,20221019,160000,132.89,135.73,132.81,133.18,3151930,0
META.US,60,20221019,170000,133.16,137,132.71,134.9692,5114755,0
META.US,60,20221019,180000,134.95,135.91,134.71,135.4685,2302384,0
META.US,60,20221019,190000,135.49,135.66,133.46,133.68,2420043,0
META.US,60,20221019,200000,133.66,133.8,132.26,133.2,3142623,0
META.US,60,20221019,210000,133.18,133.75,132.68,132.78,2479184,0
META.US,60,20221019,220000,132.79,133.33,132.22,133.23,5177883,0
META.US,60,20221020,160000,132.93,135.44,132.8,134.75,2134162,0
META.US,60,20221020,170000,134.76,136.77,134.6,136.29,3126029,0
META.US,60,20221020,180000,136.3,136.66,135.6,135.7,1918964,0
META.US,60,20221020,190000,135.71,135.83,133.16,133.645,2073688,0
META.US,60,20221020,200000,133.6485,133.78,131.93,132.1687,2129084,0
META.US,60,20221020,210000,132.16,132.16,131.41,131.99,2127871,0
META.US,60,20221020,220000,132,132.43,131.31,131.53,4691671,0
META.US,60,20221021,160000,126.31,128.9,126.02,128.32,5730651,0
META.US,60,20221021,170000,128.34,129.45,126.89,127.23,6125684,0
META.US,60,20221021,180000,127.245,128.2,125.44,128.13,5443771,0
META.US,60,20221021,190000,128.16,128.83,127.54,128.12,3502190,0
META.US,60,20221021,200000,128.1,128.91,128.01,128.87,2402931,0
META.US,60,20221021,210000,128.87,130.03,128.78,129.1724,3550928,0
META.US,60,20221021,220000,129.19,130.12,129.06,130.01,6800839,0
META.US,60,20221024,160000,127.25,127.375,124.71,125.72,5577227,0
META.US,60,20221024,170000,125.73,131.68,124.57,131.44,12473363,0
META.US,60,20221024,180000,131.44,132.19,128.82,131.31,8155139,0
META.US,60,20221024,190000,131.295,133.48,130.13,132.37,4855390,0
META.US,60,20221024,200000,132.41,132.58,128.21,129.05,8391992,0
META.US,60,20221024,210000,129.11,130.55,129.015,130.18,4981772,0
META.US,60,20221024,220000,130.19,131.22,129.38,129.72,6553506,0
META.US,60,20221025,160000,130.875,134.93,130.59,133.74,4739774,0
META.US,60,20221025,170000,133.7167,134.66,133.2701,133.705,4048938,0
META.US,60,20221025,180000,133.72,135.55,133.65,135.03,3463923,0
META.US,60,20221025,190000,135.02,136.2,134.8,136.08,2988883,0
META.US,60,20221025,200000,136.08,136.46,135.07,135.605,3061245,0
META.US,60,20221025,210000,135.59,137.73,135.53,137.4401,4176980,0
META.US,60,20221025,220000,137.46,138.35,137.12,137.51,7424942,0
META.US,60,20221026,160000,131.68,133.75,130.57,132.145,5345155,0
META.US,60,20221026,170000,132.16,135.05,132.16,133.95,4539999,0
META.US,60,20221026,180000,133.97,135.55,133.96,134.13,3418989,0
META.US,60,20221026,190000,134.14,134.23,131.71,131.8629,3571930,0
META.US,60,20221026,200000,131.86,131.97,129.91,130.11,4583140,0
META.US,60,20221026,210000,130.105,130.64,128.53,129.0014,6183688,0
META.US,60,20221026,220000,128.97,130.54,128.645,129.82,12723865,0
